Subsector,Sector,Public/private split,Organisation size,Tenure Status,Energy management ambition,Measure group,Subsector payback period (years),Subsector elec abatement (GWh/year),Subsector non-elec abatement (GWh/year),Type (automatic SAS variable - ignore),FREQ (automatic SAS variable - ignore),Elec abatement (kWh/year),Non-elec abatement (kWh/year),Capital cost (£)
Leisure Centres,"Community, Arts and Leisure",Public,NotAsked,Owned,None,Lighting,3,145.5,.,0,3,1248840.82,0,"£391,919 "
Leisure Centres,"Community, Arts and Leisure",Public,NotAsked,Owned,None,Refrigeration,5.8,5.4,.,0,1,45852.69243,0,"£33,149 "
Leisure Centres,"Community, Arts and Leisure",Public,NotAsked,Owned,None,Small appliances,13.1,0.4,1.6,0,5,16552.02442,45793.71312,"£143,385 "
Leisure Centres,"Community, Arts and Leisure",Public,NotAsked,Owned,None,Space heating,9.6,6.6,203,0,4,0,1598232.426,"£606,394 "
Leisure Centres,"Community, Arts and Leisure",Public,NotAsked,Owned,None,Swimming pools,10.2,113.7,502,0,3,302468.2553,0,"£570,739 "
Leisure Centres,"Community, Arts and Leisure",Public,NotAsked,Owned,None,Ventilation,4.8,88.2,5.7,0,2,273356.3721,45332.93937,"£590,038 "
Leisure Centres,"Community, Arts and Leisure",Public,NotAsked,Owned,Passive,,.,.,.,0,11,.,., .
Leisure Centres,"Community, Arts and Leisure",Public,NotAsked,Owned,Passive,Air conditioning and cooling,16.9,45.2,.,0,16,4542711.879,0,"£4,462,510 "
Leisure Centres,"Community, Arts and Leisure",Public,NotAsked,Owned,Passive,Building fabric,9.3,8.3,67.1,0,35,1329340.135,11427168.36,"£6,612,623 "
Leisure Centres,"Community, Arts and Leisure",Public,NotAsked,Owned,Passive,Building instrumentation and control,1.7,25.3,164.4,0,20,2399509.453,24506827.4,"£1,688,378 "
Leisure Centres,"Community, Arts and Leisure",Public,NotAsked,Owned,Passive,Building services distribution systems,23.1,9.8,.,0,5,2323936.338,0,"£8,302,548 "
Leisure Centres,"Community, Arts and Leisure",Public,NotAsked,Owned,Passive,Carbon and Energy Management,0.8,88.7,238.4,0,45,21961093.2,75153835.08,"£3,249,692 "
Leisure Centres,"Community, Arts and Leisure",Public,NotAsked,Owned,Passive,Hot water,4.1,0.9,40.7,0,22,179177.9856,3486301.755,"£538,729 "
Leisure Centres,"Community, Arts and Leisure",Public,NotAsked,Owned,Passive,Lighting,3,145.5,.,0,35,13889169.12,0,"£6,171,230 "
Leisure Centres,"Community, Arts and Leisure",Public,NotAsked,Owned,Passive,Refrigeration,5.8,5.4,.,0,3,201753.6012,0,"£127,906 "
Leisure Centres,"Community, Arts and Leisure",Public,NotAsked,Owned,Passive,Small appliances,13.1,0.4,1.6,0,5,15255.21882,284744.4584,"£207,920 "
Leisure Centres,"Community, Arts and Leisure",Public,NotAsked,Owned,Passive,Space heating,9.6,6.6,203,0,38,1117211.256,24646873.64,"£7,816,486 "
Leisure Centres,"Community, Arts and Leisure",Public,NotAsked,Owned,Passive,Swimming pools,10.2,113.7,502,0,20,14724421.05,74536761.49,"£45,759,015 "
Leisure Centres,"Community, Arts and Leisure",Public,NotAsked,Owned,Passive,Ventilation,4.8,88.2,5.7,0,21,7561122.066,412761.7268,"£5,787,260 "
Leisure Centres,"Community, Arts and Leisure",Public,NotAsked,Rent,Active,,.,.,.,0,12,.,., .
Leisure Centres,"Community, Arts and Leisure",Public,NotAsked,Rent,Active,Air conditioning and cooling,16.9,45.2,.,0,25,5745553.898,0,"£5,444,018 "
Leisure Centres,"Community, Arts and Leisure",Public,NotAsked,Rent,Active,Building fabric,9.3,8.3,67.1,0,38,1002054.325,10463636.96,"£4,194,751 "
Leisure Centres,"Community, Arts and Leisure",Public,NotAsked,Rent,Active,Building instrumentation and control,1.7,25.3,164.4,0,18,3136694.531,25737751.58,"£1,853,814 "
Leisure Centres,"Community, Arts and Leisure",Public,NotAsked,Rent,Active,Building services distribution systems,23.1,9.8,.,0,5,274257.444,0,"£3,020,716 "
Leisure Centres,"Community, Arts and Leisure",Public,NotAsked,Rent,Active,Carbon and Energy Management,0.8,88.7,238.4,0,28,5412452.832,19822773.7,"£852,291 "
Leisure Centres,"Community, Arts and Leisure",Public,NotAsked,Rent,Active,Hot water,4.1,0.9,40.7,0,21,293075.5341,7778261.478,"£968,889 "
Leisure Centres,"Community, Arts and Leisure",Public,NotAsked,Rent,Active,Lighting,3,145.5,.,0,37,20674646.68,0,"£6,454,265 "
Leisure Centres,"Community, Arts and Leisure",Public,NotAsked,Rent,Active,Refrigeration,5.8,5.4,.,0,3,86657.8552,0,"£56,888 "
Leisure Centres,"Community, Arts and Leisure",Public,NotAsked,Rent,Active,Small appliances,13.1,0.4,1.6,0,4,0,129557.607,"£77,826 "
Leisure Centres,"Community, Arts and Leisure",Public,NotAsked,Rent,Active,Space heating,9.6,6.6,203,0,43,16352.05435,41147059.89,"£8,078,947 "
Leisure Centres,"Community, Arts and Leisure",Public,NotAsked,Rent,Active,Swimming pools,10.2,113.7,502,0,18,24490710.76,128322401,"£58,703,111 "
Leisure Centres,"Community, Arts and Leisure",Public,NotAsked,Rent,Active,Ventilation,4.8,88.2,5.7,0,26,15638741.61,1581954.833,"£7,250,679 "
Leisure Centres,"Community, Arts and Leisure",Public,NotAsked,Rent,None,,.,.,.,0,1,.,., .
Leisure Centres,"Community, Arts and Leisure",Public,NotAsked,Rent,None,Building fabric,9.3,8.3,67.1,0,4,0,290096.8321,"£108,885 "
Leisure Centres,"Community, Arts and Leisure",Public,NotAsked,Rent,None,Building instrumentation and control,1.7,25.3,164.4,0,4,31233.26081,660782.7989,"£44,948 "
Leisure Centres,"Community, Arts and Leisure",Public,NotAsked,Rent,None,Building services distribution systems,23.1,9.8,.,0,1,26299.14703,0,"£160,056 "
Leisure Centres,"Community, Arts and Leisure",Public,NotAsked,Rent,None,Carbon and Energy Management,0.8,88.7,238.4,0,6,388185.7532,1421072.383,"£63,318 "
Leisure Centres,"Community, Arts and Leisure",Public,NotAsked,Rent,None,Hot water,4.1,0.9,40.7,0,3,32495.68792,129982.7517,"£32,673 "
Leisure Centres,"Community, Arts and Leisure",Public,NotAsked,Rent,None,Lighting,3,145.5,.,0,5,739629.7735,0,"£380,422 "
Leisure Centres,"Community, Arts and Leisure",Public,NotAsked,Rent,None,Small appliances,13.1,0.4,1.6,0,5,4787.440285,11302.64496,"£23,639 "
Leisure Centres,"Community, Arts and Leisure",Public,NotAsked,Rent,None,Space heating,9.6,6.6,203,0,3,1552.56112,222951.8307,"£29,537 "
Leisure Centres,"Community, Arts and Leisure",Public,NotAsked,Rent,None,Swimming pools,10.2,113.7,502,0,3,275233.422,1274445.293,"£603,218 "
Leisure Centres,"Community, Arts and Leisure",Public,NotAsked,Rent,None,Ventilation,4.8,88.2,5.7,0,3,42416.6281,37372.47755,"£54,406 "
Leisure Centres,"Community, Arts and Leisure",Public,NotAsked,Rent,Passive,,.,.,.,0,6,.,., .
Leisure Centres,"Community, Arts and Leisure",Public,NotAsked,Rent,Passive,Air conditioning and cooling,16.9,45.2,.,0,5,657373.094,0,"£1,600,460 "
Leisure Centres,"Community, Arts and Leisure",Public,NotAsked,Rent,Passive,Building fabric,9.3,8.3,67.1,0,27,589656.3007,16761485.69,"£6,769,231 "
Leisure Centres,"Community, Arts and Leisure",Public,NotAsked,Rent,Passive,Building instrumentation and control,1.7,25.3,164.4,0,24,3847172.873,68350666.16,"£3,987,818 "
Leisure Centres,"Community, Arts and Leisure",Public,NotAsked,Rent,Passive,Building services distribution systems,23.1,9.8,.,0,6,1216532.461,0,"£5,640,138 "
Leisure Centres,"Community, Arts and Leisure",Public,NotAsked,Rent,Passive,Carbon and Energy Management,0.8,88.7,238.4,0,30,16374492.64,65824515.87,"£2,520,732 "
Leisure Centres,"Community, Arts and Leisure",Public,NotAsked,Rent,Passive,Hot water,4.1,0.9,40.7,0,12,0,2392667.168,"£322,740 "
Leisure Centres,"Community, Arts and Leisure",Public,NotAsked,Rent,Passive,Lighting,3,145.5,.,0,22,16242009.44,0,"£3,253,551 "
Leisure Centres,"Community, Arts and Leisure",Public,NotAsked,Rent,Passive,Refrigeration,5.8,5.4,.,0,1,27657.00458,0,"£18,072 "
Leisure Centres,"Community, Arts and Leisure",Public,NotAsked,Rent,Passive,Small appliances,13.1,0.4,1.6,0,6,0,207463.2175,"£155,175 "
Leisure Centres,"Community, Arts and Leisure",Public,NotAsked,Rent,Passive,Space heating,9.6,6.6,203,0,16,0,37408891.86,"£5,022,634 "
Leisure Centres,"Community, Arts and Leisure",Public,NotAsked,Rent,Passive,Swimming pools,10.2,113.7,502,0,11,10931805.28,54712535.17,"£26,929,552 "
Leisure Centres,"Community, Arts and Leisure",Public,NotAsked,Rent,Passive,Ventilation,4.8,88.2,5.7,0,16,1083330.934,162471.9039,"£738,846 "
MoD civilian accommodation,Military,Public,Large,Owned,Active,,.,.,.,0,18,.,., .
MoD civilian accommodation,Military,Public,Large,Owned,Active,Air conditioning and cooling,27,0.7,.,0,7,669981.4193,0,"£1,158,665 "
MoD civilian accommodation,Military,Public,Large,Owned,Active,Building fabric,10.1,0,7.8,0,74,235.3601266,6404815.575,"£3,309,515 "
MoD civilian accommodation,Military,Public,Large,Owned,Active,Building instrumentation and control,2.5,1.3,6.7,0,30,1286655.432,5012256.071,"£856,031 "
MoD civilian accommodation,Military,Public,Large,Owned,Active,Building services distribution systems,5.5,0.7,.,0,10,658228.702,0,"£714,721 "
MoD civilian accommodation,Military,Public,Large,Owned,Active,Carbon and Energy Management,0.6,6.9,12.4,0,61,6252505.993,9596031.637,"£488,607 "
MoD civilian accommodation,Military,Public,Large,Owned,Active,Hot water,3.8,0,5.1,0,38,18254.97738,3690595.723,"£416,663 "
MoD civilian accommodation,Military,Public,Large,Owned,Active,Lighting,2.4,6.2,.,0,48,5049110.309,0,"£1,402,893 "
MoD civilian accommodation,Military,Public,Large,Owned,Active,Small appliances,37,0.4,0.3,0,46,319126.1,186646.9401,"£1,940,646 "
MoD civilian accommodation,Military,Public,Large,Owned,Active,Space heating,7.6,0,12.6,0,68,920.3947191,9563558.37,"£2,165,558 "
MoD civilian accommodation,Military,Public,Large,Owned,Active,Ventilation,4.2,4.9,.,0,31,4833991.537,0,"£4,105,539 "
MoD civilian accommodation,Military,Public,Large,Owned,Passive,,.,.,.,0,5,.,., .
MoD civilian accommodation,Military,Public,Large,Owned,Passive,Building fabric,10.1,0,7.8,0,15,0,588723.2863,"£362,251 "
MoD civilian accommodation,Military,Public,Large,Owned,Passive,Building instrumentation and control,2.5,1.3,6.7,0,11,11011.21539,1199921.573,"£191,977 "
MoD civilian accommodation,Military,Public,Large,Owned,Passive,Building services distribution systems,5.5,0.7,.,0,3,5612.216373,0,"£37,399 "
MoD civilian accommodation,Military,Public,Large,Owned,Passive,Carbon and Energy Management,0.6,6.9,12.4,0,23,340061.0771,1319478.785,"£113,613 "
MoD civilian accommodation,Military,Public,Large,Owned,Passive,Hot water,3.8,0,5.1,0,11,0,667279.9719,"£81,786 "
MoD civilian accommodation,Military,Public,Large,Owned,Passive,Lighting,2.4,6.2,.,0,11,611880.3267,0,"£263,725 "
MoD civilian accommodation,Military,Public,Large,Owned,Passive,Small appliances,37,0.4,0.3,0,13,44061.37762,22587.10529,"£448,555 "
MoD civilian accommodation,Military,Public,Large,Owned,Passive,Space heating,7.6,0,12.6,0,19,0,1403735.279,"£566,286 "
MoD civilian accommodation,Military,Public,Large,Owned,Passive,Ventilation,4.2,4.9,.,0,13,50353.70164,0,"£48,963 "
MoD civilian accommodation,Military,Public,Large,Rent,Active,,.,.,.,0,1,.,., .
MoD civilian accommodation,Military,Public,Large,Rent,Active,Building fabric,10.1,0,7.8,0,6,0,768365.3042,"£403,478 "
MoD civilian accommodation,Military,Public,Large,Rent,Active,Building instrumentation and control,2.5,1.3,6.7,0,2,10526.32293,508098.2875,"£106,994 "
MoD civilian accommodation,Military,Public,Large,Rent,Active,Building services distribution systems,5.5,0.7,.,0,1,16183.51626,0,"£29,804 "
MoD civilian accommodation,Military,Public,Large,Rent,Active,Carbon and Energy Management,0.6,6.9,12.4,0,6,274894.3532,1489244.747,"£38,298 "
MoD civilian accommodation,Military,Public,Large,Rent,Active,Hot water,3.8,0,5.1,0,3,0,785090.1477,"£79,981 "
MoD civilian accommodation,Military,Public,Large,Rent,Active,Lighting,2.4,6.2,.,0,2,585639.8357,0,"£128,415 "
MoD civilian accommodation,Military,Public,Large,Rent,Active,Small appliances,37,0.4,0.3,0,3,53887.93591,58435.48076,"£203,122 "
MoD civilian accommodation,Military,Public,Large,Rent,Active,Space heating,7.6,0,12.6,0,6,0,1594391.799,"£249,278 "
MoD civilian accommodation,Military,Public,Large,Rent,Active,Ventilation,4.2,4.9,.,0,3,25315.51557,0,"£12,820 "
MoD offices,Military,Public,Large,Not Asked,Passive,,.,.,.,0,1,.,., .
MoD offices,Military,Public,Large,Not Asked,Passive,Air conditioning and cooling,10.4,14.5,.,0,2,17983.99511,0,"£64,266 "
MoD offices,Military,Public,Large,Not Asked,Passive,Building fabric,12.2,1.5,69.4,0,4,0,1091046.661,"£294,601 "
MoD offices,Military,Public,Large,Not Asked,Passive,Building instrumentation and control,2.2,10.7,52,0,3,133.3614212,1369697.974,"£279,551 "
MoD offices,Military,Public,Large,Not Asked,Passive,Building services distribution systems,3,21.1,.,0,1,346984.487,0,"£52,471 "
MoD offices,Military,Public,Large,Not Asked,Passive,Carbon and Energy Management,0.8,69,93.3,0,7,402582.7121,1323672.8,"£290,163 "
MoD offices,Military,Public,Large,Not Asked,Passive,Hot water,5.4,0.3,9.4,0,2,21019.80344,0,"£42,325 "
MoD offices,Military,Public,Large,Not Asked,Passive,Lighting,2.1,129.5,.,0,2,495067.8259,0,"£275,925 "
MoD offices,Military,Public,Large,Not Asked,Passive,Small appliances,9.1,20.6,1.1,0,3,457529.6513,0,"£651,380 "
MoD offices,Military,Public,Large,Not Asked,Passive,Space heating,10.5,0.3,60.8,0,5,8757.858865,1541217.762,"£686,204 "
MoD offices,Military,Public,Large,Not Asked,Passive,Ventilation,5.7,38.7,.,0,1,11101.82861,0,"£34,767 "
MoD offices,Military,Public,Large,Owned,Active,,.,.,.,0,12,.,., .
MoD offices,Military,Public,Large,Owned,Active,Air conditioning and cooling,10.4,14.5,.,0,30,8412213.466,0,"£7,387,821 "
MoD offices,Military,Public,Large,Owned,Active,Building fabric,12.2,1.5,69.4,0,40,0,33472978.35,"£18,102,533 "
MoD offices,Military,Public,Large,Owned,Active,Building instrumentation and control,2.2,10.7,52,0,18,5518025.868,21710367,"£2,389,349 "
MoD offices,Military,Public,Large,Owned,Active,Building services distribution systems,3,21.1,.,0,5,10378300.04,0,"£6,583,205 "
MoD offices,Military,Public,Large,Owned,Active,Carbon and Energy Management,0.8,69,93.3,0,32,37377003.77,47992865.38,"£2,748,833 "
MoD offices,Military,Public,Large,Owned,Active,Hot water,5.4,0.3,9.4,0,21,15596.06135,7199474.144,"£990,316 "
MoD offices,Military,Public,Large,Owned,Active,Lighting,2.1,129.5,.,0,28,60579565.51,0,"£15,457,121 "
MoD offices,Military,Public,Large,Owned,Active,Small appliances,9.1,20.6,1.1,0,24,11128159.28,541477.6017,"£14,632,376 "
MoD offices,Military,Public,Large,Owned,Active,Space heating,10.5,0.3,60.8,0,38,26255.70711,27525800.93,"£9,375,644 "
MoD offices,Military,Public,Large,Owned,Active,Ventilation,5.7,38.7,.,0,26,27726661.28,0,"£29,798,707 "
MoD offices,Military,Public,Large,Owned,Passive,,.,.,.,0,8,.,., .
MoD offices,Military,Public,Large,Owned,Passive,Air conditioning and cooling,10.4,14.5,.,0,18,5909120.197,0,"£7,020,922 "
MoD offices,Military,Public,Large,Owned,Passive,Building fabric,12.2,1.5,69.4,0,43,1419336.753,23064871.5,"£17,782,639 "
MoD offices,Military,Public,Large,Owned,Passive,Building instrumentation and control,2.2,10.7,52,0,30,5028170.549,25618173.42,"£3,381,785 "
MoD offices,Military,Public,Large,Owned,Passive,Building services distribution systems,3,21.1,.,0,7,8308051.744,0,"£3,305,055 "
MoD offices,Military,Public,Large,Owned,Passive,Carbon and Energy Management,0.8,69,93.3,0,52,22850214.16,30057112.18,"£3,877,428 "
MoD offices,Military,Public,Large,Owned,Passive,Hot water,5.4,0.3,9.4,0,18,47308.35763,2174626.17,"£529,410 "
MoD offices,Military,Public,Large,Owned,Passive,Lighting,2.1,129.5,.,0,22,40673297.21,0,"£12,638,385 "
MoD offices,Military,Public,Large,Owned,Passive,Refrigeration,2.8,1.1,.,0,2,1128839.208,0,"£373,432 "
MoD offices,Military,Public,Large,Owned,Passive,Small appliances,9.1,20.6,1.1,0,16,2936875.27,512028.7322,"£2,299,822 "
MoD offices,Military,Public,Large,Owned,Passive,Space heating,10.5,0.3,60.8,0,37,19255.18513,22942435.4,"£10,076,507 "
MoD offices,Military,Public,Large,Owned,Passive,Ventilation,5.7,38.7,.,0,14,10908541.37,0,"£10,733,805 "
MoD offices,Military,Public,Large,Rent,Active,,.,.,.,0,2,.,., .
MoD offices,Military,Public,Large,Rent,Active,Air conditioning and cooling,10.4,14.5,.,0,4,172713.5604,0,"£133,670 "
MoD offices,Military,Public,Large,Rent,Active,Building fabric,12.2,1.5,69.4,0,12,0,11406461.2,"£5,071,430 "
MoD offices,Military,Public,Large,Rent,Active,Building instrumentation and control,2.2,10.7,52,0,4,13613.85938,2908286.061,"£273,016 "
MoD offices,Military,Public,Large,Rent,Active,Building services distribution systems,3,21.1,.,0,2,1455544.083,0,"£833,088 "
MoD offices,Military,Public,Large,Rent,Active,Carbon and Energy Management,0.8,69,93.3,0,13,7776216.058,13619269.88,"£808,137 "
MoD offices,Military,Public,Large,Rent,Active,Hot water,5.4,0.3,9.4,0,5,136261.4905,56816.22856,"£110,766 "
MoD offices,Military,Public,Large,Rent,Active,Lighting,2.1,129.5,.,0,8,26828379.69,0,"£3,752,265 "
MoD offices,Military,Public,Large,Rent,Active,Small appliances,9.1,20.6,1.1,0,6,4716700.865,5229.254858,"£6,281,027 "
MoD offices,Military,Public,Large,Rent,Active,Space heating,10.5,0.3,60.8,0,11,47226.71141,8304327.153,"£1,209,873 "
MoD offices,Military,Public,Large,Rent,Active,Ventilation,5.7,38.7,.,0,3,26372.63276,0,"£117,906 "
MoD offices,Military,Public,Large,Rent,Passive,,.,.,.,0,1,.,., .
MoD offices,Military,Public,Large,Rent,Passive,Air conditioning and cooling,10.4,14.5,.,0,2,6551.101749,0,"£64,266 "
MoD offices,Military,Public,Large,Rent,Passive,Building fabric,12.2,1.5,69.4,0,6,122491.6275,367474.8823,"£536,583 "
MoD offices,Military,Public,Large,Rent,Passive,Building instrumentation and control,2.2,10.7,52,0,4,119986.4247,355801.0066,"£302,323 "
MoD offices,Military,Public,Large,Rent,Passive,Building services distribution systems,3,21.1,.,0,1,641913.1552,0,"£34,767 "
MoD offices,Military,Public,Large,Rent,Passive,Carbon and Energy Management,0.8,69,93.3,0,7,618574.4355,274736.972,"£298,468 "
MoD offices,Military,Public,Large,Rent,Passive,Hot water,5.4,0.3,9.4,0,2,30214.26914,0,"£42,325 "
MoD offices,Military,Public,Large,Rent,Passive,Lighting,2.1,129.5,.,0,4,935959.2093,0,"£181,723 "
MoD offices,Military,Public,Large,Rent,Passive,Small appliances,9.1,20.6,1.1,0,3,1344349.794,0,"£206,804 "
MoD offices,Military,Public,Large,Rent,Passive,Space heating,10.5,0.3,60.8,0,5,164179.5665,453404.0796,"£474,269 "
MoD offices,Military,Public,Large,Rent,Passive,Ventilation,5.7,38.7,.,0,3,4507.705319,0,"£117,906 "
MoD storage,Military,Public,Large,Owned,Active,,.,.,.,0,10,.,., .
MoD storage,Military,Public,Large,Owned,Active,Air conditioning and cooling,99.2,0,.,0,1,15298.00287,0,"£194,194 "
MoD storage,Military,Public,Large,Owned,Active,Building fabric,8.9,0.3,60.6,0,48,316503.8507,43906041.7,"£19,377,860 "
MoD storage,Military,Public,Large,Owned,Active,Building instrumentation and control,2.9,1.2,71.7,0,20,855522.3444,39458457.15,"£3,841,852 "
MoD storage,Military,Public,Large,Owned,Active,Building services distribution systems,3.9,1.9,.,0,6,761436.3022,0,"£1,433,877 "
MoD storage,Military,Public,Large,Owned,Active,Carbon and Energy Management,1.4,10.8,79.6,0,35,8464264.292,43167767.67,"£2,683,621 "
MoD storage,Military,Public,Large,Owned,Active,Hot water,8.3,0.2,6.3,0,21,113341.2463,5693005.606,"£1,195,867 "
